wCzzBg,,U2FpbG9y,,,,,TWFyaW5oZWlybw==,,U2FpbG9y
wSzzBg,,W1NhaWxvcl0KQXR0ZW50aW9uLCBldmVyeWJvZHkhIFRoZSB1bHRyYSBmYXN0LCB0aG91Z2ggdW5pbnN1cmVkLCBzaGlwIGlzIHJlYWR5IHRvIHRha2Ugb2ZmIGF0IHlvdXIgY29tbWFuZCEhIENvbWUgb24hIEh1cnJ5IFVwIQ==,,,,,W01hcmluaGVpcm9dCkVpIGdhbGVyYSEgQXRlbsOnw6NvISBPIG5hdmlvIHN1cGVyIHLDoXBpZG8gZSBzZW0gc2VndXJvIGVzdMOhIHByb250byBwYXJhIHphcnBhciEhIFZhbW9zISBBcHJlc3NlbS1zZSE=,,W01hcmluZXJvXQrCoUF0ZW5jacOzbiBhIHRvZG9zISDCoUxhIG5hdmUgdWx0cmFycsOhcGlkYSwgYXVucXVlIHNpbiBzZWd1cm8sIGVzdMOhIGxpc3RhIHBhcmEgZGVzcGVnYXIgYSBzdXMgw7NyZGVuZXMhIMKhVmFtb3PigKYhIMKhRGF0ZSBwcmlzYSE=
wizzBg,,QnlhbGFuIElzbGFuZCAtPiAxNTAgWmVueS4=,,,,,SWxoYSBCeWFsYW4gLT4gMTUwIFplbnku,,SXNsYSBCeWFsYW4tPjE1MHplbnku
wyzzBg,,QWxiZXJ0YSBNYXJpbmEgIC0+IDUwMCBaZW55Lg==,,,,,TWFyaW5hIGRlIEFsYmVydGEgLT4gNTAwIFplbnku,,QWxiZXJ0YSBNYXJpbmEtPjUwMHplbnku
xCzzBg,,Q2FuY2VsLg==,,,,,Q2FuY2VsYXIu,,Q2FuY2VsYXIu
xSzzBg,,W1NhaWxvcl0KMTUwIFplbnkhIFRpY2tldHMgY29zdCBvbmx5IDE1MCBaZW55IQ==,,,,,W01hcmluaGVpcm9dCjE1MCBaZW55ISBBcGVuYXMgMTUwIFplbnkgcGVsbyBwYXNzZWlvIQ==,,W01hcmluZXJvXQrCoTE1MHplbnkhIMKhTG9zIGJvbGV0b3Mgc29sbyBjdWVzdGFuIDE1MHplbnkh
xizzBg,,W1NhaWxvcl0KNTAwIFplbnkhIFRpY2tldHMgb25seSBjb3N0IDUwMCBaZW55IQ==,,,,,W01hcmluaGVpcm9dCjUwMCBaZW55ISBBcGVuYXMgNTAwIFplbnkgcGVsbyBwYXNzZWlvIQ==,,W01hcmluZXJvXQrCoTUwMHplbnkhIMKhTG9zIGJvbGV0b3Mgc29sbyBjdWVzdGFuIDUwMHplbnkh
xyzzBg,,Qm9ubmU=,,,,,UGF1bGE=,,Qm9ubmU=
yCzzBg,,W0Jvbm5lXQpJemx1ZGUgd2VsY29tZXMgeW91LgpJemx1ZGUgaXMgdGhlIHNhdGVsbGl0ZSBjaXR5IG9mIFByb250ZXJhLCBjYXBpdGFsIG9mIHRoZSBLaW5nZG9tIG9mIFJ1bmUgTWlkZ2FyZC4KSXpsdWRlIGlzIHZlZWVlZWVlZWVyeSBpbXBvcnRhbnQsIG5vdCBvbmx5IGJlY2F1c2UgdGhlIFN3b3Jkc21hbiBBc3NvY2lhdGlvbiByZXNpZGVzIGhlcmUgYXQgSXpsdWRlLApidXQgYWxzbyBiZWNhdXNlIHdlIGd1YXJkIGFuZCBzZWN1cmUgb3VyIGNvYXN0IGxpbmUu,,,,,W1BhdWxhXQpCZW0tdmluZG8uIEl6bHVkZSBsaGVzIGTDoSBhcyBib2FzLXZpbmRhcy4KSXpsdWRlIMOpIHVtYSBjaWRhZGUgc2F0w6lsaXRlIGRlIFByb250ZXJhLCBjYXBpdGFsIGRvIFJlaW5vIGRlIFJ1bmUtTWlkZ2FyZCwgbXVpdG8gaW1wb3J0YW50ZSBuw6NvIHNvbWVudGUgcG9ycXVlIGEgQXNzb2NpYcOnw6NvIGRvcyBFc3BhZGFjaGlucyBmaWNhIGFxdWkgZW0gSXpsdWRlCk7Ds3MgdGFtYsOpbSBndWFyZGFtb3MgZSBtb25pdG9yYW1vcyBub3NzbyBsaXRvcmFsLg==,,W0Jvbm5lXQpJemx1ZGUgdGUgZGEgbGEgYmllbnZlbmlkYS4KSXpsdWRlIGVzIGxhIGNpdWRhZCBzYXTDqWxpdGUgZGUgUHJvbnRlcmEsIGNhcGl0YWwgZGVsIHJlaW5vIGRlIFJ1bmUtTWlkZ2FydHMuCkl6bHVkZSBlcyBtdXkgaW1wb3J0YW50ZSwgbm8gc29sbyBwb3JxdWUgbGEgQXNvY2lhY2nDs24gZGUgRXNwYWRhY2hpbmVzIHJlc2lkZSBhcXXDrSwgZW4gSXpsdWRlLApzaW5vIHRhbWJpw6luIHBvcnF1ZSBwcm90ZWdlbW9zIHkgYXNlZ3VyYW1vcyBudWVzdHJhIGzDrW5lYSBjb3N0ZXJhLg==
ySzzBg,,W0Jvbm5lXQpBbHNvIHRoaXMgYnJpZGdlIG1pZ2h0IGxvb2sgd2VhayBhbmQgYWxsLCBidXQgaXQncyBhY3R1YWxseSBhIHN0YXRlIG9mIHRoZSBhcnQgc3RydWN0dXJlLCBidWlsdCB3aXRoIHRoZSBtb3N0IHNvcGhpc3RpY2F0ZWQKYW5kIGFkdmFuY2VkIHRlY2hub2xvZ3kgdGhlIHdvcmxkIGhhcyBldmVyIHNlZW4uCk5vIG1hdHRlciBob3cgc3Ryb25nIHN0b3JtcyBtYXkgYmUsIG9yIGhvdyBtYW55IHBlb3BsZSBtYXkgc3RhbmQgb24gaXQsIHRoaXMgYnJpZGdlIHdpbGwgTkVFRUVWRVIgY29sbGFwc2UuIFlvdSBjb3VsZCB0ZXN0IGl0LCBpZiB5b3UgbGlrZS4KUGxlYXNlIGVuam95IHlvdXIgdmlzaXQgaGVyZSBhdCBJemx1ZGUu,,,,,W1BhdWxhXQpFc3RhIHBvbnRlIHBvZGUgcGFyYWNlciBmcmFjYSwgbWFzIG5hIHZlcmRhZGUgw6kgdW1hIG9icmEtcHJpbWEsIGVsYSBmb2kgY29uc3RydWlkYSBjb20gbyBtYXRlcmlhbCBtYWlzIHNvZmlzdGljYWRvIGUgY29tIGEgbWVsaG9yIHRlY25vbG9naWEgZG8gcGxhbmV0YQpOw6NvIGltcG9ydGEgYSBmb3LDp2EgZGFzIHRlbXBlc3RhZGVzLCBvdSBxdWFudGFzIHBlc3NvYXMgZmljYXJlbSBlbSBjaW1hIGRlbGEsIGVzdGEgcG9udGUgTlVVVU5DQSBpcsOhIGNhaXIuIFNlIHF1aXNlciwgcG9kZSB0ZXN0w6EtbGEuCkZpcXVlbSBhIHZvbnRhZGUgZSBhcHJlY2llbSBzdWEgdmlzaXRhIGEgSXpsdWRlLg==,,W0Jvbm5lXQpBZGVtw6FzLCBlc3RlIHB1ZW50ZSBwdWVkZSBwYXJlY2VyIGTDqWJpbCB5IHRvZG8gZXNvLCBwZXJvIGVuIHJlYWxpZGFkIGVzIHVuYSBlc3RydWN0dXJhIGRlIMO6bHRpbWEgZ2VuZXJhY2nDs24sIGNvbnN0cnVpZGEgY29uIGxhIHRlY25vbG9nw61hCm3DoXMgc29maXN0aWNhZGEgeSBhdmFuemFkYSBxdWUgZXhpc3RlLgpQb3IgbXV5IGZ1ZXJ0ZXMgcXVlIHNlYW4gbGFzIHRvcm1lbnRhcywgbyBwb3IgbXVjaGEgZ2VudGUgcXVlIGhheWEgc29icmUgw6lsLCBlc3RlIHB1ZW50ZSBOVU5DQSBzZSBkZXJydW1iYXLDoS4gUHVlZGVzIHByb2JhcmxvLCBzaSBxdWllcmVzLgpEaXNmcnV0YSBkZSB0dSB2aXNpdGEgYSBJemx1ZGUu
yizzBg,,Q2hhcmZyaQ==,,,,,Q2hhcmZyaQ==,,Q2hhcmZyaQ==
yyzzBg,,W0NoYXJmcmldClNvbWUgcGVvcGxlIGluc3VsdCBvdXIgY2l0eSBmb3IgYmVpbmcganVzdCB0aGUgc2F0ZWxsaXRlIGNpdHkgb2YgUHJvbnRlcmEsCmJ1dCBJemx1ZGUgaXMgYWN0dWFsbHkgYW4gZXhjZWxsZW50IGNpdHksIHN1cnJvdW5kZWQgYnkgdGhlIHNlYSBhbmQgYWRqYWNlbnQgdG8gdGhlIGJlYXV0aWZ1bCBCeWFsYW4gSXNsYW5kLg==,,,,,W0NoYXJmcmldCkFsZ3VtYXMgcGVzc29hcyB0aXJhbSBzYXJybyBkZSBub3NzYSBjaWRhZGUgcG9yIHNlciBhcGVuYXMgdW1hIGNpZGFkZSBzYXTDqWxpdGUgZGUgUHJvbnRlcmEsIG1hcyBJemx1ZGUgw6kgdW1hIGV4Y2VsZW50ZSBjaWRhZGUsIHBlcnRvIGRvIG1hciBjb20gbGluZGFzIGlsaGFzIGNvbW8gYSBJbGhhIEJ5YWxhbi4=,,W0NoYXJmcmldCkFsZ3Vub3MgaW5zdWx0YW4gYSBudWVzdHJhIGNpdWRhZCBwb3Igc2VyIHNvbG8gbGEgY2l1ZGFkIHNhdMOpbGl0ZSBkZSBQcm9udGVyYSwKcGVybyBJemx1ZGUgZXMgZW4gcmVhbGlkYWQgdW5hIGNpdWRhZCBleGNlbGVudGUsIHJvZGVhZGEgZGUgbWFyIHkgcGVnYWRhIGEgbGEgaGVybW9zYSBJc2xhIEJ5YWxhbi4=
zCzzBg,,W0NoYXJmcmldCllvdSdsbCBoYXZlIHRvIGJvYXJkIGEgc2hpcCBhdCB0aGUgcG9ydCB0byBnZXQgdG8gQnlhbGFuIElzbGFuZC4KVGhlcmUgYXJlIGRhbmdlcm91cyBkdW5nZW9ucyBvbiB0aGUgaXNsYW5kLCBzbyBkb24ndCBqdXN0IGdvIHdhbmRlcmluZyBhcm91bmQu,,,,,W0NoYXJmcmldClZvY8OqIHRlcsOhIGRlIHBlZ2FyIHVtIGJhcmNvIG5vIHBvcnRvIHBhcmEgaXIgYSBJbGhhIEJ5YWxhbiwgZXhpc3RlbSBwZXJpZ29zYXMgY2F2ZXJuYXMgbmEgaWxoYSwgcG9ydGFudG8gbsOjbyBzZSBlbmZpZSBlbSBxdWFscXVlciBsdWdhci4=,,W0NoYXJmcmldClRlbmRyw6FzIHF1ZSBlbWJhcmNhcnRlIGVuIGVsIHB1ZXJ0byBwYXJhIGxsZWdhciBhIGxhIElzbGEgQnlhbGFuLgpIYXkgbWF6bW9ycmFzIHBlbGlncm9zYXMgZW4gbGEgaXNsYSwgYXPDrSBxdWUgbm8gZGVhbWJ1bGVzIHBvciBhaMOtLg==
zSzzBg,,W0NoYXJmcmldClRob3VnaCBpdCBpcyB2ZXJ5IGJlYXV0aWZ1bCwgQnlhbGFuIElzbGFuZCBoYXMgYSBteXN0ZXJpb3VzIGR1bmdlb24gdGhhdCBleHRlbmRzIGRlZXAgdW5kZXIgdGhlIHNlYS4=,,,,,W0NoYXJmcmldCkFwZXNhciBkZSBzdWEgYmVsZXphLCBhIElsaGEgQnlhbGFuIHRlbSB1bWEgY2F2ZXJuYSBtaXN0ZXJpb3NhIHF1ZSBzZSBleHRlbmRlIHByb2Z1bmRhbWVudGUgZGViYWl4byBkbyBvY2Vhbm8u,,W0NoYXJmcmldCkF1bnF1ZSBlcyBtdXkgaGVybW9zYSwgbGEgSXNsYSBCeWFsYW4gdGllbmUgdW5hIG1pc3Rlcmlvc2EgbWF6bW9ycmEgcXVlIHNlIGV4dGllbmRlIGhhc3RhIGxhcyBwcm9mdW5kaWRhZGVzIGRlbCBtYXIu
zizzBg,,W0NoYXJmcmldClBlb3BsZSB3aG8ndmUgYWN0dWFsbHkgYmVlbiB0aGVyZSByZW1hcmtlZCB0aGF0LCBpZiB5b3UgZ28gZGVlcCBlbm91Z2gsIHRoZSBkdW5nZW9uIGFjdHVhbGx5IGdvZXMgdW5kZXJ3YXRlci4KQnV0IHN1cnByaXNpbmdseSwgb25lIGNhbiBicmVhdGhlIGp1c3QgbGlrZSB0aGUgZmlzaGVzIGluIHRoZXJlLiBNYXliZSBzb21lIGtpbmQgb2Ygc3VwZXJuYXR1cmFsIGZvcmNlIGlzIGluIGVmZmVjdCB0aGVyZS4=,,,,,W0NoYXJmcmldClBlc3NvYXMgcXVlIHJlYWxtZW50ZSBlc3RpdmVyYW0gbMOhIGNvbnRhbSBxdWUsIHNlIHZvY8OqIGRlc2NlciBvIHN1ZmljaWVudGUsIGEgY2F2ZXJuYSBmaWNhIHN1Ym1lcnNhLgpNYXMgc3VycHJlZW5kZW50ZW1lbnRlIGFzIHBlc3NvYXMgcG9kZW0gcmVzcGlyYXIgY29tbyBvcyBwZWl4ZXMuIFRhbHZleiBhbGd1bWEgZm9yw6dhIHNvYnJlbmF0dXJhbCBmYcOnYSBlc3NlIGVmZWl0by4=,,W0NoYXJmcmldCkxhIGdlbnRlIHF1ZSBoYSBlc3RhZG8gYWxsw60gZGljZSBxdWUsIHNpIHRlIGFkZW50cmFzIGxvIHN1ZmljaWVudGUsIGxhIG1hem1vcnJhIGVzIHJlYWxtZW50ZSBzdWJtYXJpbmEuClBlcm8sIHNvcnByZW5kZW50ZW1lbnRlLCBzZSBwdWVkZSByZXNwaXJhciBpZ3VhbCBxdWUgbG9zIHBlY2VzIGFsbMOtIGRlbnRyby4gUXVpesOhIGhheWEgYWxnw7puIHRpcG8gZGUgZnVlcnphIHNvYnJlbmF0dXJhbCBhbGzDrS4=
zyzzBg,,W0NoYXJmcmldCkFoISBQZW9wbGUgd2hvIHNhdyB0aGUgdW5kZXJ3YXRlciB2aWV3IHNhaWQgdGhhdCBpdCdzIGp1c3Qgc28gZmFudGFzdGljIHRoYXQgdGhleSBrZXB0IGRyZWFtaW5nIGFib3V0IGl0IGV2ZXIgc2luY2UuClVuZm9ydHVuYXRlbHksIHRoZSBtb25zdGVycyBhcmUgdG9vIHN0cm9uZyBmb3Igb3JkaW5hcnkgdmlzaXRvcnMuCkkgaG9wZSBJIGNhbiBzZWUgdGhpcyB2aWV3IGp1c3Qgb25jZSBpbiBteSBsaWZlLiBCdXQgSSBjYW4gb25seSB3aXNoLg==,,,,,W0NoYXJmcmldCkFoLi4uIGFzIHBlc3NvYXMgcXVlIHZpcmFtIGEgcGFpc2FnZW0gZGViYWl4byBkJ8OhZ3VhIGRpc3NlcmFtIHF1ZSDDqSBzaW1wbGVzbWVudGUgZmFudMOhc3RpY2EgZSBxdWUgc29uaGFtIGNvbSBlbGEgZGVzZGUgZW50w6NvLgptYXMgaW5mZWxpem1lbnRlLCBvcyBtb25zdHJvcyBzw6NvIG11aXRvIGZvcnRlcyBwYXJhIGFzIHBlc3NvYXMgY29tdW5zIHZpc2l0YXJlbSBvIGx1Z2FyLgpFdSBlc3Blcm8gcG9kZXIgdmVyIGEgcGFpc2FnZW0gdW1hIHZleiBuYSB2aWRhLCBtYXMgZXUgc29tZW50ZSBlc3Blcm8u,,W0NoYXJmcmldCsKhQWghIExhcyBwZXJzb25hcyBxdWUgdmllcm9uIGxhIHZpc3RhIHN1Ym1hcmluYSBkaWplcm9uIHF1ZSBlcmEgdGFuIGZhbnTDoXN0aWNhIHF1ZSBzaWd1aWVyb24gc2/DsWFuZG8gY29uIGVzdGEgZGVzZGUgZW50b25jZXMuClBvciBkZXNncmFjaWEsIGxvcyBtb25zdHJ1b3Mgc29uIGRlbWFzaWFkbyBmdWVydGVzIHBhcmEgbGEgZ2VudGUgY29tw7puLgpFc3Blcm8gcG9kZXIgdmVyIGVzdGEgdmlzdGEgdW5hIHNvbGEgdmV6IGVuIG1pIHZpZGEuIFBlcm8gc29sbyBlcyB1biBkZXNlby4=
0CzzBg,,Q3Vza29hbA==,,,,,Q3Vza29hbA==,,Q3Vza29hbA==
