AAsBAw,,QXJhbmc=,,,,,QXJhbmc=,,Q2FyYsOzbiB2ZWdldGFs
AQsBAw,,W0FyYW5nXQpIaSwgR29vZCBtb3JuaW5nIQ==,,,,,W0FyYW5nXQpFaSwgYm9tIGRpYSE=,,W0FyYW5nXQpIb2xhLCDCoWJ1ZW4gZMOtYSE=
AgsBAw,,W0FyYW5nXQpJdCdzIHRpbWUgdG8gY2hvb3NlIHlvdXIgam9iPyBIb3cgYWJvdXQgVGFla3dvbiBib3k/IFlvdSBtYXkgYmUgYSBuaWNlIGFkdWx0IGxpa2UgbWUu,,,,,W0FyYW5nXQpUw6EgbmEgaG9yYSBkZSBtdWRhciBkZSBjbGFzc2UsIGhlaW4/IE8gcXVlIGFjaGEgZGUgc2VyIHVtIFRhZWt3b24/,,W0FyYW5nXQpFcyBob3JhIGRlIGVsZWdpciB0dSBjbGFzZSwgwr92ZXJkYWQ/IMK/UXXDqSB0YWwgc2VyIHVuIFRhZWt3b24/IFB1ZWRlcyBzZXIgdW4gYWR1bHRvIHNpbXDDoXRpY28gY29tbyB5by4=
AwsBAw,,W0FyYW5nXQpJdCdzIHRpbWUgdG8gY2hvb3NlIHlvdXIgam9iPyBIb3cgYWJvdXQgVGFla3dvbiBnaXJsPyBZb3UgY2FuIGJlIGEgYXR0cmFjdGl2ZSBsYWR5IGxpa2UgbWUu,,,,,W0FyYW5nXQpUw6EgbmEgaG9yYSBkZSBtdWRhciBkZSBjbGFzc2UsIGhlaW4/IE8gcXVlIGFjaGEgZGUgc2VyIHVtYSBUYWVrd29uPw==,,W0FyYW5nXQpFcyBob3JhIGRlIGVsZWdpciB0dSBjbGFzZSwgwr92ZXJkYWQ/IMK/UXXDqSB0YWwgc2VyIHVuYSBUYWVrd29uPyBQdWVkZXMgc2VyIHVuYSBjaGljYSBmdWVydGUgY29tbyB5by4=
BAsBAw,,UGVvcGxlIGZvbGxvd2luZyB0aGUgVGFla3dvbiB3YXk=,,,,,Q29tbyBzZWd1aXIgbyBjYW1pbmhvIGRvcyBUYWVrd29uPw==,,QWxndW5vcyBzaWd1ZW4gZWwgY2FtaW5vIGRlbCBUYWVrd29uLg==
BQsBAw,,SSB3YW50IHRvIGZvbGxvdyB0aGUgVGFla3dvbiB3YXkhISE=,,,,,RXUgcXVlcm8h,,wqHCoVF1aWVybyBzZWd1aXIgZWwgY2FtaW5vIGRlbCBUYWVrd29uISE=
BgsBAw,,R29vZCBtb3JuaW5nISBOb3cgaXQgaXMuLi4=,,,,,Qm9tIGRpYSE=,,wqFCdWVub3MgZMOtYXMhIEFob3JhIGVzLi4u
BwsBAw,,U3RvcC4=,,,,,Q2FuY2VsYXI=,,QWx0by4=
CAsBAw,,W0FyYW5nXQpEbyB5b3Ugd2FudCB0byBrbm93IGFib3V0IHRhZWt3b24gYm95L2dpcmw/IFlvdSB3YW50IHRvIGJlIGEgY29vbCBndXkgbGlrZSBtZSByaWdodD8=,,,,,W0FyYW5nXQpBaCwgVGFla3dvbnMgc8OjbyBkZW1haXMh,,W0FyYW5nXQrCv1F1w6kgcXVpZXJlcyBzYWJlciBzb2JyZSBsb3MgVGFla3dvbj8gUXVpZXJlcyBzZXIgZ2VuaWFsLCDCv3ZlcmRhZD8=
CQsBAw,,W0FyYW5nXQpNYWtlIHRoZSB3b3JsZCB3b25kZXJmdWwgYnkgbWFraW5nIGEgc3Ryb25nIGJvZHkgd2l0aCB0aGUgcmlnaHQgc3Bpcml0LiBUaGF0J3MgdGhlIFRhZWt3b25kbyBtb3R0byE=,,,,,W0FyYW5nXQpQYXJhIGVsZXMsIHVtIGVzcMOtcml0byBmb3J0ZSDDqSBjYXBheiBkZSBtdWRhciBvIG11bmRvIHRvZG8u,,W0FyYW5nXQpIYXogcXVlIGVsIG11bmRvIHNlYSBtYXJhdmlsbG9zbyBjdWx0aXZhbmRvIHVuIGN1ZXJwbyBmdWVydGUgeSB1biBlc3DDrXJpdHUgYWRlY3VhZG8uIMKhRXNlIGVzIGVsIGxlbWEgZGVsIFRhZWt3b25kbyE=
CgsBAw,,W0FyYW5nXQpMYXRlciBpZiB5b3UgYXJlIHRyYWluZWQgdG8gYmUgYSBzdHJvbmdlciBib2R5LCB5b3UgY2FuIGNoYW5nZSB5b3VyIGpvYiB0byBeRkYwMDAwVGFla3dvbiBNYXN0ZXJeMDAwMDAwIG9yIGEgXkZGMDAwMCBTb3VsIExpbmtlciBeMDAwMDAwLg==,,,,,W0FyYW5nXQpQYXJhIGlzc28sIHZvY8OqIGRldmVyw6EgdHJlaW5hci4gVHJlaW5hbmRvIG8gc2V1IGNvcnBvLCB2b2PDqiBzZSB0b3JuYXLDoSB1bSBeRkYwMDAwTWVzdHJlIFRhZWt3b25eMDAwMDAwIGUgdHJlaW5hbmRvIHN1YSBhbG1hLCB2b2PDqiBzZXLDoSB1bSBeRkYwMDAwRXNwaXJpdHVhbGlzdGFeMDAwMDAwLg==,,W0FyYW5nXQpNw6FzIHRhcmRlLCBzaSB0ZSBlbnRyZW5hcyBwYXJhIHRlbmVyIHVuIGN1ZXJwbyBtw6FzIGZ1ZXJ0ZSwgcHVlZGVzIGNhbWJpYXIgdHUgY2xhc2UgYSBeRkYwMDAwTWFlc3RybyBkZSBUYWVrd29uXjAwMDAwMCBvIGEgXkZGMDAwMFZpbmN1bGFkb3IgZGUgYWxtYXNeMDAwMDAwLg==
