gOe9Ag,,TWVyY2hhbnQ=,,,,,TWVyY2Fkb3IgZGEgR3VpbGRh,,Q29tZXJjaWFudGU=
gee9Ag,,W0NoaWVmIE1haG5zb29dClNpbmNlIHRoaXMgaXMgYSByZXF1ZXN0IGZyb20gdGhlIEVkZW4gZ3JvdXAsIGl0IHdvdWxkIGJlIGEgZ29vZCBpZGVhIHRvIHBhcnRpY2lwYXRlIGNvbnNpZGVyaW5nIHRoZSBqb3VybmV5IGFoZWFkLg==,,,,,W0NoZWZlIE1hbnN1cl0KQ29tbyBlc3NhIMOpIHVtYSBzb2xpY2l0YcOnw6NvIGRvIEdydXBvIGRvIMOJZGVuLCBzZXJpYSB1bWEgYm9hIGlkZWlhIHBhcnRpY2lwYXIsIGNvbnNpZGVyYW5kbyBhIGpvcm5hZGEgcXVlIHRlbW9zIHBlbGEgZnJlbnRlLg==,,W0plZmUgTWFobnNvb10KWWEgcXVlIHNlIHRyYXRhIGRlIHVuYSBzb2xpY2l0dWQgZGVsIEdydXBvIGRlbCBFZMOpbiwgc2Vyw61hIGNvbnZlbmllbnRlIHBhcnRpY2lwYXIgdGVuaWVuZG8gZW4gY3VlbnRhIGVsIHZpYWplIHF1ZSBub3MgZGVwYXJhLg==
gue9Ag,,W0NoaWVmIE1haG5zb29dClBsZWFzZSBoZWFkIHRvICBeNEQ0REZGQ3JpYXR1cmEgQWNhZGVteV4wMDAwMDAgaW4gSXpsdWRlLgpEb24ndCBmb3JnZXQu,,,,,W0NoZWZlIE1hbnN1cl0KUG9yIGZhdm9yLCBkaXJpamEtc2Ugw6BeNEQ0REZGQWNhZGVtaWEgQ3JpYXR1cmFeMDAwMDAwIGVtIEl6bHVkZS4KTsOjbyBzZSBlc3F1ZcOnYS4=,,W0plZmUgTWFobnNvb10KUG9yIGZhdm9yLCB2ZSBhIGxhIF40RDRERkZBY2FkZW1pYSBkZSBjcmlhdHVyYXNeMDAwMDAwIGVuIEl6bHVkZS4KTm8gbG8gb2x2aWRlcy4=
g+e9Ag,,UGxlYXNlIHNlbmQgbWUgdGhlcmUu,,,,,UG9yIGZhdm9yLCBtZSBtYW5kZSBwYXJhIGzDoS4=,,UG9yIGZhdm9yLCBlbnbDrWFtZSBhbGzDrS4=
hOe9Ag,,Q2FuY2VsLg==,,,,,Q2FuY2VsYXI=,,Q2FuY2VsYXIu
hee9Ag,,W0NoaWVmIE1haG5zb29dCkdvb2QuCkkgd2lsbCBzZW5kIHlvdSB0byBJemx1ZGUu,,,,,W0NoZWZlIE1hbnN1cl0Kw5N0aW1vLgpFdSBsaGUgbWFuZGFyZWkgYSBJemx1ZGUu,,W0plZmUgTWFobnNvb10KQmllbi4KVGUgZW52aWFyw6kgYSBJemx1ZGUu
hue9Ag,,W0NoaWVmIE1haG5zb29dCkRvbid0IGJlIHRvbyBpbXBhdGllbnQgaWYgeW91IGRvbid0IG1ha2UgbW9uZXkgcXVpY2tseS4gVGhlbiBnb29kIGx1Y2sh,,,,,W0NoZWZlIE1hbnN1cl0KTsOjbyBmaXF1ZSBtdWl0byBpbXBhY2llbnRlIHNlIHZvY8OqIG7Do28gZ2FuaGFyIGRpbmhlaXJvIHLDoXBpZG8uIEVudMOjbywgYm9hIHNvcnRlIQ==,,W0plZmUgTWFobnNvb10KTm8gdGUgaW1wYWNpZW50ZXMgbXVjaG8gc2kgbm8gZ2FuYXMgZGluZXJvIHLDoXBpZG8uIEFzw60gcXVlLCDCoWJ1ZW5hIHN1ZXJ0ZSE=
h+e9Ag,,W01lcmNoYW50IEd1aWxkIE1lbWJlcl0KSXQgc2VlbXMgeW91IGhhdmUgY29tZSB0aGlzIGZhciBkdWUgdG8gYSBzcGVjaWFsIGNvbm5lY3Rpb24u,,,,,W0NoZWZlIE1hbnN1cl0KUGFyZWNlIHF1ZSB2b2PDqiBjaGVnb3UgYXTDqSBhcXVpIGNvbSB1bWEgY29uZGnDp8OjbyBlc3BlY2lhbC4=,,W0plZmUgTWFobnNvb10KUGFyZWNlIHF1ZSBoYXMgbGxlZ2FkbyBhcXXDrSBiYWpvIHVuYSBjb25kaWNpw7NuIGVzcGVjaWFs
iOe9Ag,,XjRENERGRiBZb3UgY2FuIHN1bW1vbiBhIHNlcnZpY2UgTlBDIGZvciBqb2IgY2hhbmdlLgpeNEQ0REZGIEJvb3N0ZXIgcHJvbW90aW9uIGVsaWdpYmxlIHBsYXllcnMgY2FuIGNoYW5nZSBqb2JzIHRocm91Z2ggdGhlIGpvYiBjaGFuZ2UgYWdlbnQuXjAwMDAwMA==,,,,,XjRENERGRlZvY8OqIHBvZGUgaW52b2NhciBvIE9maWNpYWwgZGUgTXVkYW7Dp2EgZGUgQ2xhc3NlLgpQZXJzb25hZ2VucyBwYXJ0aWNpcGFudGVzIGRvIEV2ZW50byBkZSBBcG9pbyBkZSBFdm9sdcOnw6NvIHBvZGVtIG11ZGFyIGRlIGNsYXNzZSBhdHJhdsOpcyBkbyBPZmljaWFsLl4wMDAwMDA=,,XjRENERGRlB1ZWRlcyBpbnZvY2FyIGFsIE9maWNpYWwgZGUgQ2FtYmlvIGRlIENsYXNlLgpMb3MgcGVyc29uYWplcyBxdWUgcGFydGljaXBlbiBlbiBlbCBFdmVudG8gZGUgQXBveW8gZGUgRXZvbHVjacOzbiBwdWVkZW4gY2FtYmlhciBkZSBjbGFzZSBhIHRyYXbDqXMgZGVsIE9maWNpYWwuXjAwMDAwMA==
iee9Ag,,U3VtbW9uIGEgam9iIGNoYW5nZSBhZ2VudCBmb3Igam9iIGNoYW5nZS4=,,,,,SW52b2NhciBPZmljaWFsIGRlIE11ZGFuw6dhIGRlIENsYXNzZQ==,,SW52b2NhciBPZmljaWFsIGRlIENhbWJpbyBkZSBDbGFzZQ==
iue9Ag,,RGVjbGluZS4=,,,,,SWdub3Jhcg==,,SWdub3Jhcg==
